POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Owner,0,0,2,BHK,800,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,27
Owner,0,0,2,BHK,800,1,1,"Sector-28 Pratap Nagar,Jaipur",26.8,75.8,27
Owner,0,0,2,BHK,800,1,1,"Pratap Nagar,Jaipur",26.8,75.8,20
Owner,0,0,2,BHK,800,1,1,"Jagatpura,Jaipur",26.8,75.8,23
Owner,0,0,2,BHK,800,1,1,"AB Road indore,Indore",22.7,75.8,21
Owner,0,0,2,BHK,800,1,1,"Niwaru Road,Jaipur",26.9,75.9,19
Dealer,0,0,2,BHK,800,1,1,"Benad Road,Jaipur",26.9,75.9,14
Owner,0,0,2,BHK,800,1,1,"Shivdaspura,Jaipur",26.7,75.9,20
Owner,0,0,2,BHK,800,1,1,"Jule,Solapur",17.6,75.9,27
Dealer,0,0,2,BHK,800,1,1,"Koorkenchery,Thrissur",10.5,76.2,35
Builder,0,0,2,BHK,800,1,0,"Mulagunnathukavu,Thrissur",10.5,76.2,24
Owner,0,0,2,BHK,800,1,1,"Kakkanad,Kochi",9.9,76.3,40
Owner,0,0,2,BHK,800,1,1,"Sector-55 Chandigarh,Chandigarh",30.7,76.7,75
Dealer,0,1,2,BHK,800,1,1,"Tapukara,Bhiwadi",28.2,76.9,13
Owner,0,0,2,BHK,800,1,1,"Tapukara,Bhiwadi",28.2,76.9,14
Owner,0,0,2,BHK,800,1,1,"Chakkar,Shimla",31.1,77.1,30
Owner,0,0,2,BHK,800,1,1,"Chakkar,Shimla",31.1,77.1,30
Owner,0,0,2,BHK,800,1,1,"Kasumpti,Shimla",31.1,77.2,42
Dealer,1,0,2,BHK,800,0,1,"Avinashi Road,Coimbatore",11.2,77.3,37
Owner,0,0,2,BHK,800,1,1,"Sector 57 Faridabad,Faridabad",28.3,77.3,22
Dealer,0,0,2,BHK,800,1,1,"Arun Vihar,Noida",28.6,77.3,60
Dealer,0,0,2,BHK,800,1,1,"Sector-44 Noida,Noida",28.6,77.3,26
Owner,0,0,2,BHK,800,1,1,"Sector-5 Vaishali,Ghaziabad",28.6,77.3,50
Dealer,0,1,2,BHK,800,1,1,"Sector 86 Faridabad,Faridabad",28.4,77.3,24
Owner,0,0,2,BHK,800,1,1,"Sector-2 Vaishali,Ghaziabad",28.6,77.3,29
Dealer,0,1,2,BHK,800,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,24
Owner,0,0,2,BHK,800,1,1,"Sector-34 Noida,Noida",28.6,77.4,40
Dealer,0,0,2,BHK,800,1,1,"Indirapuram,Ghaziabad",28.6,77.4,35
Owner,0,0,2,BHK,800,1,1,"Indirapuram,Ghaziabad",28.6,77.4,45
Dealer,0,0,2,BHK,800,1,1,"Indirapuram,Ghaziabad",28.6,77.4,36
Owner,0,0,2,BHK,800,1,1,"Sahibabad,Ghaziabad",28.7,77.4,25
Owner,1,0,2,BHK,800,0,1,"Idgah Hills,Bhopal",23.3,77.4,37
Owner,0,0,2,BHK,800,1,1,"Mohan Nagar,Ghaziabad",28.7,77.4,42
Owner,0,0,2,BHK,800,1,1,"Sector-73 Noida,Noida",28.6,77.4,32
Owner,0,0,2,BHK,800,1,1,"Shahjahanabad,Bhopal",23.3,77.4,20
Owner,0,0,2,BHK,800,1,1,"Pratap Vihar,Ghaziabad",28.6,77.4,21
Owner,0,0,2,BHK,800,1,1,"Royal Market,Bhopal",23.3,77.4,26
Owner,0,0,2,BHK,800,1,1,"Kolar Road,Bhopal",23.2,77.4,11
Owner,0,0,2,BHK,800,1,1,"Noida Extension,Noida",28.6,77.4,29
Owner,0,0,2,BHK,800,1,1,"Nishatpura,Bhopal",23.3,77.4,18
Owner,0,0,2,BHK,800,1,1,"Arera Colony,Bhopal",23.2,77.4,23
Dealer,0,0,2,BHK,800,1,1,"Saket Nagar,Bhopal",23.2,77.5,20
Owner,0,0,2,BHK,800,1,1,"Kamla Nehru Nagar,Jaipur",28.7,77.5,25
Owner,0,0,2,BHK,800,1,1,"Bommanahalli,Bangalore",12.9,77.6,35
Dealer,1,1,2,BHK,800,0,0,"Old Madras Road,Bangalore",13.0,77.7,46.4
Owner,0,0,2,BHK,800,1,1,"Bank Colony,Rayagada",27.5,77.7,25
Dealer,0,0,2,BHK,800,1,1,"Electronic City,Bangalore",12.8,77.7,29
Dealer,1,0,2,BHK,800,0,1,"Chandapura,Bangalore",12.8,77.7,27
Dealer,1,0,2,BHK,800,0,1,"Chandapura,Bangalore",12.8,77.7,27
Owner,0,0,2,BHK,800,1,1,"Neraluru,Bangalore",12.8,77.7,22
Owner,0,0,2,BHK,800,1,1,"Attibele,Bangalore",12.8,77.8,28
Owner,0,0,2,BHK,800,1,1,"Yogiraj Nagar,Amravati",20.9,77.8,35
Owner,0,1,2,BHK,800,1,1,"Doddabanahalli,Bangalore",13.2,77.9,45
Owner,0,0,2,BHK,800,1,1,"Dehrakhas,Dehradun",30.3,78.1,35
Owner,0,0,2,BHK,800,1,1,"City Center,Gwalior",26.2,78.2,35
Owner,0,0,2,BHK,800,1,1,"dhalwala,Rishikesh",30.1,78.3,29
Builder,0,0,2,BHK,800,1,0,"Padegaon,Lalitpur",24.7,78.4,22
Dealer,0,0,2,BHK,800,1,1,"Adharwadi,Lalitpur",24.7,78.4,60
Dealer,0,0,2,BHK,800,1,1,"Lal Baug,Lalitpur",24.7,78.4,300
Builder,0,1,2,BHK,800,1,0,"Harsul,Lalitpur",24.7,78.4,20
Dealer,0,0,2,BHK,800,1,1,"Roadpali,Lalitpur",24.7,78.4,59
Owner,0,0,2,BHK,800,1,1,"Madhura Nagar, Machabollaram,Secunderabad",17.4,78.4,25
Owner,0,0,2,BHK,800,1,1,"Shivaji Nagar,Secunderabad",17.4,78.5,55
Dealer,0,0,2,BHK,800,1,1,"Saibaba Nagar,Mumbai",15.9,78.6,160
Owner,0,0,2,BHK,800,1,1,"Davlameti,Nagpur",21.2,79.0,17
Owner,0,0,2,BHK,800,1,1,"Civil Lines,Chandrapur",21.2,79.1,12
Owner,0,0,2,BHK,800,1,1,"Manish Nagar,Nagpur",21.1,79.1,32
Owner,0,0,2,BHK,800,1,1,"Zingabai Takli,Nagpur",21.0,79.5,30
Owner,0,0,2,BHK,800,1,1,"Napier Town,Jabalpur",23.2,79.9,40
Owner,0,0,2,BHK,800,1,1,"Nandivaram-Guduvancheri,Chennai",12.9,80.1,26
Owner,0,0,2,BHK,800,1,1,"Guduvancheri,Chennai",12.8,80.1,28
Owner,0,0,2,BHK,800,1,1,"Guduvancheri,Chennai",12.8,80.1,35
Dealer,0,0,2,BHK,800,1,1,"Mangadu,Chennai",13.0,80.1,32
Owner,0,0,2,BHK,800,1,1,"Poonamallee,Chennai",13.1,80.1,30
Owner,0,0,2,BHK,800,1,1,"Pammal,Chennai",13.0,80.1,60
Owner,0,0,2,BHK,800,1,1,"Ayanambakkam,Chennai",13.1,80.2,42
Owner,0,0,2,BHK,800,1,1,"Madambakkam,Chennai",12.9,80.2,32
Owner,0,0,2,BHK,800,1,1,"Sembakkam,Chennai",12.9,80.2,35
Dealer,1,0,2,BHK,800,0,1,"Vengaivasal,Chennai",12.9,80.2,30
Owner,0,0,2,BHK,800,1,1,"vasantam nagar,Avadi,Chennai",13.0,80.2,20
Owner,0,0,2,BHK,800,1,1,"Korattur,Chennai",13.1,80.2,55
Owner,0,0,2,BHK,800,1,1,"Virugambakkam,Chennai",13.0,80.2,75
Owner,0,0,2,BHK,800,1,1,"Medavakkam,Chennai",12.9,80.2,50
Owner,0,0,2,BHK,800,1,1,"Iob Colony,Chennai",13.1,80.3,35
Dealer,0,0,2,BHK,800,1,1,"Royapettah,Chennai",13.1,80.3,120
Owner,0,0,2,BHK,800,1,1,"Neikuppi,Chennai",13.1,80.3,37
Dealer,0,0,2,BHK,800,1,1,"Senneer Kuppam,Chennai",13.1,80.3,35
Dealer,0,0,2,BHK,800,1,1,"Semmenchery,Chennai",13.1,80.3,30
Owner,0,0,2,BHK,800,1,1,"Jajmau,Kanpur",26.4,80.4,20
Owner,0,0,2,BHK,800,1,1,"Borsi,Durg",21.2,81.3,13
Owner,0,0,2,BHK,800,1,1,"Junwani,Bhilai",21.2,81.4,15
Owner,0,0,2,BHK,800,1,1,"Mumfordganj,Allahabad",25.5,81.9,50
Owner,1,0,2,BHK,800,0,1,"Ashokpuram Colony,Varanasi",25.3,83.0,26
Owner,0,0,2,BHK,800,1,1,"Seetamma Peta,Visakhapatnam",17.7,83.3,35
Owner,0,0,2,BHK,800,1,1,"Sundarpada,Bhubaneswar",20.2,85.8,22
Owner,0,0,2,BHK,800,1,1,"TAPOBAN City,Durgapur",23.6,87.3,24
Owner,0,0,2,BHK,800,1,1,"Sambandham Nagar,Chennai",24.1,88.0,29
Owner,0,0,2,BHK,800,1,1,"Kattabomman Nagar,Chennai",24.1,88.0,48
Owner,0,0,2,BHK,800,1,1,"Haridebpur,Kolkata",22.2,88.2,33
Owner,0,0,2,BHK,800,1,1,"BataNagar,Kolkata",22.5,88.2,30
Dealer,1,0,2,BHK,800,0,1,"Maheshtala,Kolkata",22.5,88.2,25
Dealer,1,0,2,BHK,800,0,1,"Behala Thana,Kolkata",22.5,88.3,28
Owner,0,0,2,BHK,800,1,1,"Ramgarh,Kolkata",22.5,88.3,40
Dealer,1,0,2,BHK,800,0,1,"Sector V - Salt Lake,Kolkata",22.5,88.3,38.4
Owner,0,0,2,BHK,800,1,1,"Subhas Sarobar Park,Kolkata",22.6,88.3,60
Owner,1,0,2,BHK,800,0,1,"Motilal Gupta Road, Behala- Tollygunge,Kolkata",22.5,88.4,35
Owner,0,0,2,BHK,800,1,1,"Prantik,Kolkata",22.6,88.4,34
Owner,0,0,2,BHK,800,1,1,"Garfa,Kolkata",22.5,88.4,30
Owner,0,0,2,BHK,800,1,1,"Kasba,Kolkata",22.5,88.4,25
Owner,0,0,2,BHK,800,1,1,"Narendrapur,Kolkata",22.4,88.4,31
Owner,0,0,2,BHK,800,1,1,"Bidhannagar,Durgapur",22.6,88.4,20
Dealer,1,0,2,BHK,800,0,1,"Sonarpur,Kolkata",22.4,88.4,20
Dealer,0,0,2,BHK,800,1,1,"Kalyani,Kolkata",23.0,88.4,25
Dealer,0,0,2,BHK,800,1,1,"Kaikhali,Kolkata",22.6,88.4,32
Owner,0,0,2,BHK,800,1,1,"Action area 1A,Kolkata",22.6,88.5,40
Owner,0,0,2,BHK,800,1,1,"Garia,Kolkata",22.4,88.5,35
Owner,0,0,2,BHK,800,1,1,"Garia,Kolkata",22.4,88.5,50
Dealer,1,0,2,BHK,800,0,1,"Garia,Kolkata",22.4,88.5,40
Owner,0,0,2,BHK,800,1,1,"Kalikapur,Kolkata",22.1,88.5,34
Owner,0,0,3,BHK,800,1,1,"Kalavad Road,Rajkot",22.3,70.8,63
Dealer,0,0,3,BHK,800,1,1,"Santacruz (East),Lalitpur",19.1,72.9,200
Owner,0,0,3,BHK,800,1,1,"Ankur Vihar,Ghaziabad",28.7,77.4,20
Owner,0,0,3,BHK,800,1,1,"Punjabi Bagh,Bhopal",23.3,77.4,22
Dealer,0,1,3,BHK,800,1,1,"LBS Marg,Lalitpur",24.7,78.4,190
Owner,0,0,3,BHK,800,1,1,"Tagore town,Allahabad",25.5,81.9,60
Builder,1,1,3,BHK,800,0,0,"Jaganpura,Patna",25.6,85.1,22.4
Dealer,0,0,4,BHK,800,1,1,"Lakadganj,Nagpur",21.2,79.1,62.4
Dealer,1,1,2,BHK,800,0,1,"Naigaon (East),Lalitpur",19.4,72.9,45.5
Dealer,1,1,2,BHK,800,0,1,"Naigaon (East),Lalitpur",19.4,72.9,44.5
Owner,0,0,2,BHK,800,1,1,"Gyan Khand 3,Ghaziabad",28.7,77.4,35.5
Owner,0,0,2,BHK,800,1,1,"Talegaon,Pune",18.4,74.6,32.5
Dealer,1,1,2,BHK,800,0,1,"Faizabad Road,Lucknow",26.9,80.9,30.5
Dealer,0,0,1,BHK,800,1,1,"Wagholi,Pune",18.6,74.0,23.5
Dealer,0,1,2,BHK,800,1,1,"Sector 86 Faridabad,Faridabad",28.4,77.3,23.5
Owner,0,0,2,BHK,800,1,1,"Annapurna Main Road,Indore",26.9,84.0,22.5
Owner,1,0,2,BHK,800,0,1,"gyan vihar,Ajmer",26.5,74.6,21.5
Dealer,0,0,2,BHK,800,1,1,"Vandana Nagar,Indore",22.7,75.9,21.5
Owner,0,0,2,BHK,800,1,1,"Bamunara,Durgapur",23.4,87.9,19.5
Owner,0,1,1,BHK,800,1,1,"Sayajipura,Vadodara",22.3,73.2,17.5
Dealer,0,0,2,BHK,800,1,1,"Jhotwara,Jaipur",27.0,75.7,16.5
Dealer,0,0,2,BHK,800,1,1,"Guru Teg Bahadur Nagar,Mohali",30.8,76.6,15.9
Dealer,0,0,2,BHK,800,1,1,"Kalwar Road,Jaipur",27.0,75.6,19.4
Dealer,1,1,2,BHK,801,0,0,"Wakad,Pune",18.6,73.8,68.2
Dealer,1,1,2,BHK,801,0,1,"Mansarovar Extension,Jaipur",26.9,75.8,31
Dealer,0,1,2,BHK,801,1,1,"Balkum,Maharashtra",19.2,73.0,95
Owner,0,0,2,BHK,801,1,1,"Sanas Nagar,Pune",18.5,73.8,35
Owner,0,0,2,BHK,801,1,1,"Chhiri,Vapi",20.4,72.9,14.5
Dealer,1,0,2,BHK,801,0,1,"Navodaya Nagar,Bangalore",15.4,75.0,40
Builder,1,0,2,BHK,802,0,0,"Sarjapur,Bangalore",12.9,77.8,29.9
Owner,0,0,2,BHK,802,1,1,"Godhni,Nagpur",21.6,78.2,23.5
Dealer,0,1,2,BHK,802,1,1,"Andheri (West),Maharashtra",19.1,72.8,340
Dealer,1,0,2,BHK,802,0,1,"Mulund (East),Mumbai",19.2,73.0,160
Owner,0,0,2,BHK,802,1,1,"Ankur Vihar,Ghaziabad",28.7,77.4,22
Dealer,0,0,2,BHK,802,1,1,"Jogeshwari (East),Lalitpur",19.1,72.9,240
Dealer,0,1,2,BHK,802,1,1,"Siddharth Nagar,Lalitpur",27.4,83.0,110
Dealer,1,0,2,BHK,803,0,1,"Dum Dum,Kolkata",22.6,88.4,33.7
Dealer,1,1,2,BHK,803,0,0,"Worli,Lalitpur",19.0,72.8,470
Owner,0,0,2,BHK,803,1,1,"Ajwa Road,Vadodara",22.3,73.2,25
Dealer,0,0,2,BHK,803,1,1,"Moshi,Pune",18.7,73.9,35
Owner,0,0,2,BHK,803,1,1,"ICF Colony Extn, Ambattur,Chennai",13.1,80.2,39
Builder,1,0,2,BHK,804,0,0,"Santhosapuram,Chennai",13.1,80.3,44.2
Builder,1,0,2,BHK,804,0,0,"Barasat,Kolkata",22.7,88.6,22.9
Dealer,0,1,2,BHK,804,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,19.5
Dealer,0,0,2,BHK,804,1,1,"Abbigere,Bangalore",13.1,77.5,37
Owner,1,1,2,BHK,804,0,1,"Mihan,Nagpur",21.2,79.1,46.5
Owner,0,0,2,BHK,805,1,0,"Behind Pharmacy College, Near Talathi office,Karad",13.0,77.6,19
Builder,1,1,2,BHK,805,0,0,"Bavdhan,Pune",18.5,73.8,59.6
Dealer,1,1,2,BHK,805,0,1,"Bannerghatta Road,Bangalore",12.8,77.6,45
Owner,0,0,1,BHK,805,1,1,"Ambalpady,Udupi",13.3,74.7,29
Builder,0,1,1,BHK,805,1,0,"Khajuri Kalan,Bhopal",23.2,77.5,13
Dealer,1,0,2,BHK,805,0,1,"Malad (West),Maharashtra",19.2,72.8,230
Owner,0,0,2,BHK,805,1,1,"J K Petrol Pump,Karad",19.5,72.8,23
Dealer,0,0,2,BHK,805,1,1,"Sector 20 Kharghar,Lalitpur",19.0,73.1,70
Owner,1,0,2,BHK,805,0,1,"Aminabad,Lucknow",26.8,80.9,28
Owner,0,1,2,BHK,805,1,1,"Shilphata,Lalitpur",24.7,78.4,61
Owner,0,0,2,BHK,805,1,1,"Shri Nagar Extension,Indore",22.7,75.9,25
Owner,0,0,2,BHK,805,1,1,"Abbigere,Bangalore",13.1,77.5,40
Builder,1,1,2,BHK,805,0,0,"Patel Nagar,Bhopal",23.3,77.5,25.5
Owner,0,1,2,BHK,805,1,1,"Borda,Bhopal",23.1,77.4,17
Owner,0,1,2,BHK,805,1,1,"Hingna Road,Nagpur",21.1,79.0,18.2
Dealer,1,1,3,BHK,806,0,0,"Bavdhan,Lalitpur",24.7,78.4,98
Dealer,0,1,2,BHK,806,1,1,"Balkum,Lalitpur",24.7,78.4,100
Owner,0,0,2,BHK,806,1,1,"Zirakpur,Mohali",30.7,76.8,16.9
Owner,0,1,2,BHK,806,1,1,"Naganaikanahalli,Bangalore",13.0,77.6,29
Owner,0,0,2,BHK,806,1,1,"Bhosale Village, Bhekrainagar, Fursungi,Pune",18.5,73.9,35
Dealer,0,0,2,BHK,806,1,1,"Chembur,Lalitpur",19.1,72.9,290
Dealer,0,0,2,BHK,806,1,1,"Chitlapakkam,Chennai",12.9,80.1,39.5
Owner,0,0,2,BHK,806,1,1,"Sindi Meghe,Wardha",20.8,78.6,20
Owner,0,1,2,BHK,806,1,1,"Moshi,Pune",18.7,73.9,43
Owner,0,0,2,BHK,806,1,1,"Sunder shree apt 201 62 r sector mahalaxminagar,Indore",21.0,77.0,22
Dealer,0,0,2,BHK,807,1,1,"New Barrakpur,Kolkata",22.7,88.4,25.8
Owner,0,0,2,BHK,807,1,1,"Pratap Nagar,Jaipur",26.8,75.8,19.9
Dealer,0,1,2,BHK,807,1,1,"Amlidih,Raipur",21.2,81.7,23.5
Dealer,0,1,1,BHK,807,1,1,"Pimple Saudagar,Pune",18.6,73.8,58.5
Dealer,0,0,2,BHK,807,1,1,"Mira Road,Mumbai",19.3,72.9,72
Dealer,1,1,2,BHK,807,0,1,"Mahim,Palghar",19.6,72.7,22.6
Dealer,1,1,2,BHK,807,0,1,"Mahim,Palghar",19.6,72.7,22.6
Owner,0,0,2,BHK,807,1,1,"Aquem,Margao",15.3,74.0,30
Owner,0,0,2,BHK,807,1,1,"Aquem,Goa",15.3,74.0,30
Dealer,0,0,1,BHK,807,1,1,"Nagoa,Goa",48.1,11.6,50
Owner,0,0,2,BHK,807,1,1,"Dilshad Plaza,Ghaziabad",28.7,77.3,20
Builder,1,0,1,BHK,807,0,0,"Goa Velha,Goa",15.4,73.9,33
Owner,1,0,2,BHK,808,0,1,"Wave City,Ghaziabad",28.7,77.5,28
Owner,1,0,2,BHK,808,0,1,"NH-24 Highway,Ghaziabad",28.7,77.4,22
Owner,1,1,2,BHK,808,0,1,"Mehrauli,Ghaziabad",28.5,77.2,30
Dealer,1,1,2,BHK,808,0,1,"Moshi,Pune",18.7,73.9,35.9
Dealer,0,0,2,BHK,808,1,1,"VIP Road,Kolkata",22.6,88.4,29.9
Dealer,0,0,2,BHK,808,1,1,"Chitlapakkam,Chennai",12.9,80.1,38.8
Dealer,0,1,2,BHK,808,1,1,"Thane West,Mumbai",19.2,73.0,140
Dealer,0,1,2,BHK,809,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,19.5
Dealer,0,0,2,BHK,809,1,1,"Narendrapur,Kolkata",22.4,88.4,39
Dealer,1,1,2,BHK,809,0,0,"Sulem Sarai,Allahabad",25.5,81.8,42.6
Dealer,0,1,2,BHK,810,1,0,"Chembur (East),Lalitpur",19.1,72.9,230
Dealer,0,0,2,BHK,810,1,1,"Hiranandani Estate,Lalitpur",19.3,73.0,100
Owner,0,1,2,BHK,810,1,1,"Dattawadi,Pune",18.5,73.8,100
Dealer,0,0,2,BHK,810,1,1,"Sector 15 Belapur,Lalitpur",28.4,77.3,100
Owner,0,0,2,BHK,810,1,1,"haldighati marg pratap nagar,Jaipur",26.8,75.8,21
Owner,0,0,2,BHK,810,1,1,"Varapuzha,Kochi",9.9,76.3,32
Owner,0,0,2,BHK,810,1,1,"shingnapur,Kolhapur",16.7,74.2,30
Dealer,0,0,2,BHK,810,1,1,"Nalasopara (West),Lalitpur",24.7,78.4,43
Dealer,0,0,2,BHK,810,1,1,"Chembur,Mumbai",19.1,72.9,160
Builder,1,0,2,BHK,810,0,0,"Kolathur,Chennai",13.1,80.2,40.5
Dealer,0,1,2,BHK,810,1,1,"Hebbal,Bangalore",13.0,77.6,46
Dealer,0,0,2,BHK,810,1,1,"Thakur Village,Mumbai",18.9,72.8,180
Dealer,0,0,2,BHK,810,1,1,"Sainik Colony,Faridabad",28.3,77.1,33
Dealer,0,0,2,BHK,810,1,1,"Semmenchery,Chennai",13.1,80.3,33
Dealer,0,0,2,BHK,810,1,1,"Mira Road East,Lalitpur",19.3,72.9,64
Dealer,0,0,2,BHK,810,1,1,"Louis Wadi,Lalitpur",24.7,78.4,95
Owner,0,0,2,BHK,810,1,1,"Sikar Road,Jaipur",27.6,75.1,42
Dealer,0,0,2,BHK,810,1,1,"New Town,Kolkata",22.6,88.5,42
Owner,0,0,2,BHK,810,1,1,"Bhestan,Surat",21.1,72.9,20
Owner,0,0,2,BHK,810,1,1,"Ponekkara,Kochi",9.9,76.3,40
Owner,0,0,2,BHK,810,1,1,"Sangam Park,Valsad",28.7,77.2,20
Owner,0,0,2,BHK,810,1,1,"Pavendar Nagar,Chennai",13.1,80.3,40
Dealer,0,0,2,BHK,810,1,1,"Kestopur,Kolkata",22.6,88.4,23.5
Dealer,1,1,2,BHK,810,0,1,"Baner,Pune",18.6,73.8,56
Owner,0,0,2,BHK,810,1,1,"Vavol,Gandhinagar",23.2,72.6,27
Owner,0,1,2,BHK,810,1,1,"Moshi,Pune",18.7,73.9,45
Owner,0,1,2,BHK,810,1,1,"Sunny Enclave,Mohali",30.7,76.8,18
Owner,0,0,2,BHK,810,1,1,"Sukanta Nagar,Kolkata",22.4,88.4,27
Owner,0,0,2,BHK,810,1,1,"Halar,Valsad",20.6,72.9,21.5
Dealer,0,1,2,BHK,810,1,1,"Shakti Udyog Nagar,Palghar",19.7,72.8,24.7
Dealer,0,1,2,BHK,810,1,1,"Shakti Udyog Nagar,Palghar",19.7,72.8,24.7
Dealer,0,0,2,BHK,810,1,1,"Kutwal Colony,Pune",18.5,73.8,32
Owner,0,0,2,BHK,810,1,1,"Nagarbhavi,Bangalore",13.0,77.5,39
Dealer,0,0,2,BHK,810,1,1,"Nalasopara (West),Mumbai",19.0,72.8,37
Owner,0,0,1,BHK,810,1,1,"Pasodara,Surat",21.2,72.9,21
Dealer,0,0,2,BHK,810,1,1,"Mothrowala,Dehradun",30.3,78.0,35
Owner,0,0,2,BHK,810,1,1,"Guru Swamy Nagar,Chennai",11.2,78.2,35
Dealer,0,0,2,BHK,810,1,1,"Mohali,Chandigarh",30.7,76.7,17.9
Owner,0,0,2,BHK,810,1,1,"Omvihar Colony,Indore",22.7,75.8,15
Builder,1,0,2,BHK,811,0,0,"Chromepet,Chennai",13.0,80.1,52.7
Owner,0,0,2,BHK,811,1,1,"Madan Mahal,Jabalpur",23.2,79.9,35
Dealer,1,0,2,BHK,811,0,1,"Pestom Sagar Colony,Lalitpur",27.1,78.6,100
Dealer,0,0,2,BHK,811,1,1,"Teghoria,Kolkata",22.6,88.4,28.4
Builder,1,1,3,BHK,812,0,0,"Makadwali,Ajmer",26.5,74.7,15.9
Dealer,0,1,2,BHK,812,1,1,"Ghodbunder Road,Mumbai",28.7,76.8,110
Dealer,0,1,3,BHK,812,1,1,"Ghodbunder Road,Lalitpur",24.7,78.4,110
Owner,0,0,2,BHK,812,1,1,"Manewada,Nagpur",21.1,79.1,50
Dealer,0,1,2,BHK,812,1,1,"Parel,Maharashtra",19.0,72.8,320
Owner,0,0,1,BHK,813,1,1,"Bejai New Road,Mangalore",12.9,74.8,26
Dealer,0,1,2,BHK,813,1,1,"Chembur (East),Lalitpur",19.1,72.9,240
Dealer,0,1,2,BHK,813,1,1,"Balkum,Lalitpur",24.7,78.4,90
Dealer,1,1,2,BHK,813,0,1,"Andheri (West),Mumbai",19.1,72.8,320
Dealer,0,1,2,BHK,813,1,1,"Chembur (East),Lalitpur",19.1,72.9,240
Dealer,1,1,2,BHK,813,0,1,"Punawale,Pune",18.6,73.7,40
Owner,0,1,2,BHK,813,1,1,"Katara Hills,Bhopal",23.2,77.5,17
Dealer,0,1,2,BHK,813,1,1,"Katara Hills,Bhopal",23.2,77.5,16
Owner,0,0,2,BHK,813,1,1,"Perumbakkam,Chennai",12.9,80.2,45
Dealer,0,0,2,BHK,813,1,1,"Pokhran-2,Mumbai",19.0,72.8,110
Dealer,0,0,2,BHK,813,1,1,"Kolshet Road,Lalitpur",24.7,78.4,110
Dealer,0,0,2,BHK,813,1,1,"Kalikapur,Kolkata",22.1,88.5,34.2
Dealer,0,0,2,BHK,813,1,1,"Vile Parle (West),Maharashtra",19.1,72.8,320
Dealer,0,0,2,BHK,813,1,1,"Vile Parle (West),Lalitpur",19.1,72.8,320
Dealer,0,0,2,BHK,814,1,1,"Kaikhali,Kolkata",22.6,88.4,30.1
Dealer,0,0,2,BHK,814,1,1,"Nelamangala,Bangalore",13.1,77.3,43
Dealer,0,0,2,BHK,814,1,1,"Nelamangala,Bangalore",13.1,77.3,40
Builder,0,0,2,BHK,814,1,0,"Maduravoyal,Chennai",13.1,80.2,45.6
Owner,0,0,2,BHK,815,1,1,"Bhawani Peth,Pune",18.5,73.9,72.5
Owner,0,1,2,BHK,815,1,1,"Salempur Musalma,Jalandhar",31.3,75.6,22
Dealer,0,0,2,BHK,815,1,1,"Rajarhat,Kolkata",22.5,88.3,21
Owner,1,1,2,BHK,815,0,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,31
Owner,0,1,2,BHK,815,1,1,"Ubale Nagar,Pune",18.5,73.8,50
Owner,0,0,2,BHK,815,1,1,"Anjir Bagan,Bardhaman",23.4,87.9,23
Owner,0,0,2,BHK,815,1,1,"Hingne Khurd,Pune",18.5,73.8,55
Dealer,0,0,2,BHK,815,1,1,"Electronic City,Bangalore",12.8,77.7,27.5
Dealer,1,1,3,BHK,815,0,1,"Anjurdive,Lalitpur",24.7,78.4,87
Dealer,0,0,2,BHK,815,1,1,"Kundrathur,Chennai",13.0,80.1,33.1
Owner,0,0,2,BHK,815,1,1,"Kandigai,Chennai",13.2,80.2,33.5
Owner,0,1,2,BHK,815,1,1,"Bakori,Pune",18.6,74.1,28
Owner,0,0,2,BHK,815,1,1,"Dargah Colony,Chennai",13.0,80.3,40
Owner,0,0,2,BHK,815,1,1,"jankut road,Latur",18.4,76.6,27
Dealer,0,1,2,BHK,815,1,1,"Guduvancheri,Chennai",12.8,80.1,28.9
Owner,0,0,2,BHK,815,1,1,"Vadsar,Vadodara",22.3,73.2,14
Dealer,1,1,2,BHK,815,0,0,"Manjalpur,Vadodara",22.3,73.2,23.5
Owner,0,0,3,BHK,816,1,1,"Gandhi Nagar,Chennai",13.0,80.3,37
Dealer,0,1,2,BHK,816,1,1,"Hirapur,Raipur",21.3,81.6,22.5
Dealer,0,0,2,BHK,816,1,1,"Medavakkam,Chennai",12.9,80.2,40
Owner,0,0,2,BHK,816,1,1,"Sonarpur,Kolkata",22.4,88.4,27
Dealer,0,1,2,BHK,817,1,1,"Sector-115 Mohali,Mohali",30.7,76.6,15.8
Dealer,1,1,2,BHK,817,0,0,"Worli,Lalitpur",19.0,72.8,370
Dealer,1,1,2,BHK,817,0,0,"Worli,Maharashtra",19.0,72.8,370
Owner,0,0,2,BHK,817,1,1,"Manimajra,Chandigarh",30.7,76.8,50
Dealer,1,1,2,BHK,817,0,1,"Chinchwad,Pune",18.6,73.8,91
